Start..s.,End..s.,Scientific.name,Common.name,Confidence,Date_Time,Site
12,15,Erithacus rubecula,European Robin,0.9548,20230507_132400,S213
18,21,Erithacus rubecula,European Robin,0.8281,20230507_132400,S213
27,30,Erithacus rubecula,European Robin,0.9772,20230507_132400,S213
54,57,Erithacus rubecula,European Robin,0.8427,20230507_132400,S213
12,15,Erithacus rubecula,European Robin,0.9528,20230507_133000,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.8496,20230507_133000,S213
21,24,Erithacus rubecula,European Robin,0.8682,20230507_133000,S213
30,33,Erithacus rubecula,European Robin,0.9658,20230507_133000,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.8156,20230507_133000,S213
39,42,Erithacus rubecula,European Robin,0.8878,20230507_133000,S213
48,51,Erithacus rubecula,European Robin,0.9284,20230507_133000,S213
15,18,Phasianus colchicus,Ring-necked Pheasant,0.9879,20230507_133600,S213
15,18,Erithacus rubecula,European Robin,0.8496,20230507_140000,S213
21,24,Cyanistes caeruleus,Eurasian Blue Tit,0.8272,20230507_140600,S213
27,30,Cyanistes caeruleus,Eurasian Blue Tit,0.9026,20230507_140600,S213
48,51,Cyanistes caeruleus,Eurasian Blue Tit,0.9248,20230507_140600,S213
51,54,Cyanistes caeruleus,Eurasian Blue Tit,0.8328,20230507_140600,S213
54,57,Erithacus rubecula,European Robin,0.8054,20230507_142400,S213
9,12,Phasianus colchicus,Ring-necked Pheasant,0.8472,20230507_143000,S213
9,12,Erithacus rubecula,European Robin,0.9082,20230507_143600,S213
15,18,Erithacus rubecula,European Robin,0.9319,20230507_143600,S213
24,27,Erithacus rubecula,European Robin,0.8404,20230507_143600,S213
30,33,Erithacus rubecula,European Robin,0.9115,20230507_143600,S213
33,36,Erithacus rubecula,European Robin,0.9609,20230507_143600,S213
39,42,Erithacus rubecula,European Robin,0.9813,20230507_143600,S213
54,57,Erithacus rubecula,European Robin,0.8076,20230507_143600,S213
12,15,Erithacus rubecula,European Robin,0.8491,20230507_144200,S213
39,42,Erithacus rubecula,European Robin,0.9144,20230507_144200,S213
42,45,Erithacus rubecula,European Robin,0.8499,20230507_145400,S213
54,57,Sylvia atricapilla,Eurasian Blackcap,0.84,20230507_145400,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.9746,20230507_150000,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.881,20230507_150000,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9833,20230507_150000,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.9632,20230507_150000,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.916,20230507_150000,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.8923,20230507_150000,S213
45,48,Phylloscopus collybita,Common Chiffchaff,0.9581,20230507_150000,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.8271,20230507_150000,S213
24,27,Phasianus colchicus,Ring-necked Pheasant,0.9667,20230507_151200,S213
9,12,Erithacus rubecula,European Robin,0.97,20230507_152400,S213
18,21,Erithacus rubecula,European Robin,0.8314,20230507_152400,S213
24,27,Erithacus rubecula,European Robin,0.9235,20230507_152400,S213
33,36,Erithacus rubecula,European Robin,0.8964,20230507_152400,S213
6,9,Turdus merula,Eurasian Blackbird,0.8981,20230507_153000,S213
12,15,Turdus merula,Eurasian Blackbird,0.9627,20230507_153000,S213
0,3,Phylloscopus collybita,Common Chiffchaff,0.9015,20230507_153600,S213
6,9,Phylloscopus collybita,Common Chiffchaff,0.8076,20230507_153600,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9622,20230507_153600,S213
18,21,Phylloscopus collybita,Common Chiffchaff,0.9209,20230507_153600,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.8605,20230507_153600,S213
45,48,Phylloscopus collybita,Common Chiffchaff,0.8819,20230507_153600,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9324,20230507_153600,S213
3,6,Erithacus rubecula,European Robin,0.9237,20230507_160000,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.8394,20230507_160000,S213
21,24,Erithacus rubecula,European Robin,0.9926,20230507_160000,S213
54,57,Erithacus rubecula,European Robin,0.8047,20230507_160000,S213
0,3,Erithacus rubecula,European Robin,0.8368,20230507_161800,S213
45,48,Erithacus rubecula,European Robin,0.9131,20230507_161800,S213
36,39,Erithacus rubecula,European Robin,0.906,20230507_163000,S213
45,48,Erithacus rubecula,European Robin,0.8283,20230507_163000,S213
27,30,Erithacus rubecula,European Robin,0.8743,20230507_163600,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.9707,20230507_164200,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.9808,20230507_164200,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9544,20230507_164200,S213
18,21,Phylloscopus collybita,Common Chiffchaff,0.9784,20230507_164200,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.9735,20230507_164200,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.9057,20230507_164200,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.9732,20230507_164200,S213
45,48,Phylloscopus collybita,Common Chiffchaff,0.9679,20230507_164200,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.8859,20230507_164200,S213
6,9,Picus viridis,Eurasian Green Woodpecker,0.9415,20230507_164800,S213
15,18,Phasianus colchicus,Ring-necked Pheasant,0.9585,20230507_164800,S213
27,30,Erithacus rubecula,European Robin,0.8635,20230507_164800,S213
42,45,Erithacus rubecula,European Robin,0.9223,20230507_164800,S213
51,54,Erithacus rubecula,European Robin,0.8188,20230507_164800,S213
9,12,Erithacus rubecula,European Robin,0.8813,20230507_165400,S213
21,24,Erithacus rubecula,European Robin,0.9378,20230507_165400,S213
0,3,Erithacus rubecula,European Robin,0.9812,20230507_170000,S213
9,12,Erithacus rubecula,European Robin,0.91,20230507_170000,S213
30,33,Erithacus rubecula,European Robin,0.8047,20230507_170000,S213
39,42,Erithacus rubecula,European Robin,0.97,20230507_170000,S213
57,60,Erithacus rubecula,European Robin,0.8129,20230507_170000,S213
6,9,Erithacus rubecula,European Robin,0.888,20230507_170600,S213
30,33,Erithacus rubecula,European Robin,0.9452,20230507_170600,S213
42,45,Erithacus rubecula,European Robin,0.8407,20230507_170600,S213
0,3,Erithacus rubecula,European Robin,0.9854,20230507_171200,S213
9,12,Erithacus rubecula,European Robin,0.9456,20230507_171200,S213
18,21,Erithacus rubecula,European Robin,0.8318,20230507_171200,S213
24,27,Erithacus rubecula,European Robin,0.9056,20230507_171200,S213
36,39,Erithacus rubecula,European Robin,0.9501,20230507_171200,S213
42,45,Erithacus rubecula,European Robin,0.8775,20230507_171200,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.9766,20230507_172400,S213
6,9,Phylloscopus collybita,Common Chiffchaff,0.9821,20230507_172400,S213
9,12,Phylloscopus collybita,Common Chiffchaff,0.9815,20230507_172400,S213
18,21,Phylloscopus collybita,Common Chiffchaff,0.9858,20230507_172400,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.9897,20230507_172400,S213
24,27,Phylloscopus collybita,Common Chiffchaff,0.8347,20230507_172400,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.9727,20230507_172400,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.9785,20230507_172400,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.9722,20230507_172400,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.9331,20230507_172400,S213
45,48,Phylloscopus collybita,Common Chiffchaff,0.9431,20230507_172400,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9716,20230507_172400,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.9786,20230507_172400,S213
57,60,Phylloscopus collybita,Common Chiffchaff,0.9424,20230507_172400,S213
9,12,Erithacus rubecula,European Robin,0.8046,20230507_173000,S213
12,15,Erithacus rubecula,European Robin,0.8035,20230507_173000,S213
33,36,Erithacus rubecula,European Robin,0.8612,20230507_173000,S213
42,45,Erithacus rubecula,European Robin,0.9043,20230507_173000,S213
6,9,Erithacus rubecula,European Robin,0.8597,20230507_173600,S213
12,15,Erithacus rubecula,European Robin,0.8177,20230507_173600,S213
21,24,Erithacus rubecula,European Robin,0.9386,20230507_173600,S213
57,60,Erithacus rubecula,European Robin,0.8758,20230507_173600,S213
21,24,Erithacus rubecula,European Robin,0.8015,20230507_180000,S213
27,30,Erithacus rubecula,European Robin,0.9622,20230507_180000,S213
51,54,Erithacus rubecula,European Robin,0.8094,20230507_180000,S213
6,9,Erithacus rubecula,European Robin,0.9144,20230507_180600,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.9816,20230507_184200,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.8869,20230507_184200,S213
45,48,Phylloscopus collybita,Common Chiffchaff,0.8842,20230507_184200,S213
18,21,Erithacus rubecula,European Robin,0.8296,20230507_184800,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.8372,20230507_184800,S213
39,42,Erithacus rubecula,European Robin,0.9468,20230507_184800,S213
45,48,Erithacus rubecula,European Robin,0.9275,20230507_184800,S213
54,57,Erithacus rubecula,European Robin,0.8066,20230507_184800,S213
57,60,Erithacus rubecula,European Robin,0.8274,20230507_184800,S213
6,9,Erithacus rubecula,European Robin,0.85,20230507_185400,S213
27,30,Erithacus rubecula,European Robin,0.8692,20230507_185400,S213
33,36,Erithacus rubecula,European Robin,0.8511,20230507_185400,S213
42,45,Erithacus rubecula,European Robin,0.9627,20230507_185400,S213
18,21,Erithacus rubecula,European Robin,0.9209,20230507_190000,S213
27,30,Erithacus rubecula,European Robin,0.9576,20230507_190000,S213
36,39,Erithacus rubecula,European Robin,0.8226,20230507_190000,S213
48,51,Erithacus rubecula,European Robin,0.8846,20230507_190000,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.8256,20230507_191200,S213
39,42,Phylloscopus collybita,Common Chiffchaff,0.9261,20230507_193000,S213
0,3,Phylloscopus collybita,Common Chiffchaff,0.8641,20230507_194800,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.9821,20230507_194800,S213
15,18,Phylloscopus collybita,Common Chiffchaff,0.9862,20230507_194800,S213
18,21,Phylloscopus collybita,Common Chiffchaff,0.9812,20230507_194800,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.8237,20230507_194800,S213
24,27,Phylloscopus collybita,Common Chiffchaff,0.9554,20230507_194800,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.9523,20230507_194800,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.9566,20230507_194800,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.9774,20230507_194800,S213
39,42,Phylloscopus collybita,Common Chiffchaff,0.8084,20230507_194800,S213
42,45,Phylloscopus collybita,Common Chiffchaff,0.9758,20230507_194800,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9793,20230507_194800,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.9539,20230507_194800,S213
54,57,Phylloscopus collybita,Common Chiffchaff,0.9575,20230507_194800,S213
57,60,Phylloscopus collybita,Common Chiffchaff,0.9712,20230507_194800,S213
3,6,Erithacus rubecula,European Robin,0.8873,20230507_203000,S213
27,30,Erithacus rubecula,European Robin,0.9821,20230507_203000,S213
39,42,Erithacus rubecula,European Robin,0.9671,20230507_203000,S213
42,45,Erithacus rubecula,European Robin,0.8707,20230507_203000,S213
48,51,Erithacus rubecula,European Robin,0.8779,20230507_203000,S213
51,54,Erithacus rubecula,European Robin,0.8867,20230507_203000,S213
57,60,Erithacus rubecula,European Robin,0.9377,20230507_203000,S213
18,21,Erithacus rubecula,European Robin,0.8902,20230507_203600,S213
24,27,Erithacus rubecula,European Robin,0.9297,20230507_203600,S213
30,33,Erithacus rubecula,European Robin,0.9295,20230507_203600,S213
48,51,Erithacus rubecula,European Robin,0.9695,20230507_203600,S213
12,15,Erithacus rubecula,European Robin,0.9745,20230507_204200,S213
18,21,Erithacus rubecula,European Robin,0.9345,20230507_204200,S213
24,27,Erithacus rubecula,European Robin,0.9145,20230507_204200,S213
30,33,Erithacus rubecula,European Robin,0.9066,20230507_204200,S213
42,45,Erithacus rubecula,European Robin,0.8102,20230507_204200,S213
48,51,Erithacus rubecula,European Robin,0.88,20230507_204200,S213
54,57,Erithacus rubecula,European Robin,0.9786,20230507_204200,S213
6,9,Erithacus rubecula,European Robin,0.8224,20230507_204800,S213
48,51,Erithacus rubecula,European Robin,0.8187,20230507_204800,S213
54,57,Erithacus rubecula,European Robin,0.9521,20230507_204800,S213
9,12,Erithacus rubecula,European Robin,0.8884,20230507_205400,S213
18,21,Erithacus rubecula,European Robin,0.8233,20230507_205400,S213
21,24,Erithacus rubecula,European Robin,0.8072,20230507_205400,S213
45,48,Erithacus rubecula,European Robin,0.9492,20230507_205400,S213
21,24,Erithacus rubecula,European Robin,0.9226,20230507_210000,S213
39,42,Erithacus rubecula,European Robin,0.9658,20230507_210000,S213
45,48,Erithacus rubecula,European Robin,0.9023,20230507_210000,S213
48,51,Erithacus rubecula,European Robin,0.9352,20230507_210000,S213
3,6,Erithacus rubecula,European Robin,0.8848,20230507_210600,S213
24,27,Erithacus rubecula,European Robin,0.8767,20230507_210600,S213
30,33,Erithacus rubecula,European Robin,0.924,20230507_210600,S213
15,18,Erithacus rubecula,European Robin,0.8296,20230507_211200,S213
6,9,Erithacus rubecula,European Robin,0.8243,20230507_211800,S213
6,9,Erithacus rubecula,European Robin,0.9228,20230508_044200,S213
12,15,Erithacus rubecula,European Robin,0.9686,20230508_044200,S213
45,48,Erithacus rubecula,European Robin,0.888,20230508_044800,S213
6,9,Erithacus rubecula,European Robin,0.8014,20230508_045400,S213
21,24,Erithacus rubecula,European Robin,0.9716,20230508_045400,S213
33,36,Erithacus rubecula,European Robin,0.9033,20230508_045400,S213
45,48,Erithacus rubecula,European Robin,0.89,20230508_045400,S213
12,15,Erithacus rubecula,European Robin,0.9257,20230508_050000,S213
27,30,Erithacus rubecula,European Robin,0.8551,20230508_050000,S213
33,36,Erithacus rubecula,European Robin,0.8525,20230508_050000,S213
48,51,Erithacus rubecula,European Robin,0.929,20230508_050000,S213
15,18,Erithacus rubecula,European Robin,0.887,20230508_050600,S213
21,24,Erithacus rubecula,European Robin,0.8214,20230508_050600,S213
30,33,Erithacus rubecula,European Robin,0.9009,20230508_050600,S213
42,45,Erithacus rubecula,European Robin,0.8523,20230508_050600,S213
57,60,Erithacus rubecula,European Robin,0.8516,20230508_050600,S213
3,6,Erithacus rubecula,European Robin,0.8684,20230508_051200,S213
30,33,Erithacus rubecula,European Robin,0.9132,20230508_051200,S213
42,45,Erithacus rubecula,European Robin,0.9026,20230508_051200,S213
57,60,Erithacus rubecula,European Robin,0.8879,20230508_051200,S213
18,21,Erithacus rubecula,European Robin,0.8383,20230508_051800,S213
30,33,Erithacus rubecula,European Robin,0.9076,20230508_051800,S213
6,9,Erithacus rubecula,European Robin,0.9418,20230508_052400,S213
12,15,Erithacus rubecula,European Robin,0.9385,20230508_052400,S213
18,21,Erithacus rubecula,European Robin,0.8423,20230508_052400,S213
27,30,Erithacus rubecula,European Robin,0.8518,20230508_052400,S213
27,30,Erithacus rubecula,European Robin,0.8252,20230508_053000,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.8805,20230508_053000,S213
9,12,Erithacus rubecula,European Robin,0.8983,20230508_053600,S213
30,33,Erithacus rubecula,European Robin,0.915,20230508_054800,S213
36,39,Erithacus rubecula,European Robin,0.9358,20230508_054800,S213
42,45,Erithacus rubecula,European Robin,0.9737,20230508_054800,S213
45,48,Erithacus rubecula,European Robin,0.9187,20230508_054800,S213
51,54,Erithacus rubecula,European Robin,0.8977,20230508_054800,S213
57,60,Erithacus rubecula,European Robin,0.8984,20230508_054800,S213
3,6,Erithacus rubecula,European Robin,0.8134,20230508_055400,S213
12,15,Erithacus rubecula,European Robin,0.8323,20230508_055400,S213
18,21,Erithacus rubecula,European Robin,0.8985,20230508_055400,S213
42,45,Erithacus rubecula,European Robin,0.9802,20230508_055400,S213
57,60,Erithacus rubecula,European Robin,0.9345,20230508_055400,S213
9,12,Erithacus rubecula,European Robin,0.9693,20230508_060000,S213
15,18,Erithacus rubecula,European Robin,0.8384,20230508_060000,S213
21,24,Erithacus rubecula,European Robin,0.911,20230508_060000,S213
45,48,Erithacus rubecula,European Robin,0.845,20230508_060000,S213
54,57,Erithacus rubecula,European Robin,0.8374,20230508_060000,S213
0,3,Erithacus rubecula,European Robin,0.9494,20230508_060600,S213
12,15,Erithacus rubecula,European Robin,0.8986,20230508_060600,S213
27,30,Erithacus rubecula,European Robin,0.9011,20230508_060600,S213
33,36,Troglodytes troglodytes,Eurasian Wren,0.8384,20230508_060600,S213
42,45,Erithacus rubecula,European Robin,0.8692,20230508_060600,S213
51,54,Erithacus rubecula,European Robin,0.9269,20230508_060600,S213
24,27,Erithacus rubecula,European Robin,0.9191,20230508_061200,S213
30,33,Troglodytes troglodytes,Eurasian Wren,0.9268,20230508_061200,S213
42,45,Erithacus rubecula,European Robin,0.8522,20230508_061200,S213
3,6,Erithacus rubecula,European Robin,0.8347,20230508_061800,S213
9,12,Erithacus rubecula,European Robin,0.8505,20230508_061800,S213
30,33,Erithacus rubecula,European Robin,0.9398,20230508_061800,S213
36,39,Erithacus rubecula,European Robin,0.9751,20230508_061800,S213
45,48,Erithacus rubecula,European Robin,0.8655,20230508_061800,S213
0,3,Erithacus rubecula,European Robin,0.9207,20230508_062400,S213
3,6,Troglodytes troglodytes,Eurasian Wren,0.8216,20230508_062400,S213
12,15,Erithacus rubecula,European Robin,0.8176,20230508_062400,S213
27,30,Erithacus rubecula,European Robin,0.9313,20230508_062400,S213
33,36,Erithacus rubecula,European Robin,0.8698,20230508_062400,S213
36,39,Erithacus rubecula,European Robin,0.8773,20230508_062400,S213
42,45,Erithacus rubecula,European Robin,0.8651,20230508_062400,S213
57,60,Erithacus rubecula,European Robin,0.9641,20230508_062400,S213
27,30,Certhia familiaris,Eurasian Treecreeper,0.8235,20230508_063000,S213
33,36,Prunella modularis,Dunnock,0.9187,20230508_063000,S213
39,42,Prunella modularis,Dunnock,0.8085,20230508_063000,S213
9,12,Erithacus rubecula,European Robin,0.8338,20230508_063600,S213
12,15,Erithacus rubecula,European Robin,0.8391,20230508_063600,S213
18,21,Erithacus rubecula,European Robin,0.9707,20230508_063600,S213
42,45,Erithacus rubecula,European Robin,0.9278,20230508_063600,S213
45,48,Erithacus rubecula,European Robin,0.8624,20230508_063600,S213
51,54,Erithacus rubecula,European Robin,0.9295,20230508_063600,S213
0,3,Erithacus rubecula,European Robin,0.9493,20230508_064200,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.8957,20230508_064200,S213
9,12,Erithacus rubecula,European Robin,0.9003,20230508_064200,S213
15,18,Regulus ignicapilla,Common Firecrest,0.848,20230508_064200,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.9689,20230508_064200,S213
9,12,Erithacus rubecula,European Robin,0.8649,20230508_064800,S213
15,18,Erithacus rubecula,European Robin,0.9591,20230508_064800,S213
21,24,Erithacus rubecula,European Robin,0.944,20230508_064800,S213
24,27,Erithacus rubecula,European Robin,0.8932,20230508_064800,S213
30,33,Erithacus rubecula,European Robin,0.8103,20230508_064800,S213
3,6,Erithacus rubecula,European Robin,0.9332,20230508_065400,S213
9,12,Erithacus rubecula,European Robin,0.8205,20230508_065400,S213
15,18,Erithacus rubecula,European Robin,0.9306,20230508_065400,S213
18,21,Erithacus rubecula,European Robin,0.9162,20230508_065400,S213
3,6,Erithacus rubecula,European Robin,0.886,20230508_070000,S213
48,51,Erithacus rubecula,European Robin,0.8449,20230508_070000,S213
51,54,Erithacus rubecula,European Robin,0.845,20230508_070000,S213
6,9,Phylloscopus collybita,Common Chiffchaff,0.9416,20230508_070600,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.8786,20230508_070600,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.8959,20230508_070600,S213
3,6,Erithacus rubecula,European Robin,0.939,20230508_071200,S213
45,48,Erithacus rubecula,European Robin,0.9797,20230508_071200,S213
0,3,Erithacus rubecula,European Robin,0.9714,20230508_071800,S213
6,9,Erithacus rubecula,European Robin,0.934,20230508_071800,S213
12,15,Parus major,Great Tit,0.9763,20230508_071800,S213
48,51,Erithacus rubecula,European Robin,0.843,20230508_071800,S213
15,18,Erithacus rubecula,European Robin,0.8986,20230508_072400,S213
21,24,Erithacus rubecula,European Robin,0.9278,20230508_072400,S213
24,27,Erithacus rubecula,European Robin,0.9462,20230508_072400,S213
30,33,Erithacus rubecula,European Robin,0.87,20230508_072400,S213
36,39,Erithacus rubecula,European Robin,0.9277,20230508_072400,S213
51,54,Erithacus rubecula,European Robin,0.9659,20230508_072400,S213
12,15,Erithacus rubecula,European Robin,0.861,20230508_073000,S213
6,9,Erithacus rubecula,European Robin,0.8881,20230508_074200,S213
39,42,Erithacus rubecula,European Robin,0.8402,20230508_074200,S213
42,45,Parus major,Great Tit,0.9016,20230508_074200,S213
54,57,Erithacus rubecula,European Robin,0.9221,20230508_074200,S213
6,9,Erithacus rubecula,European Robin,0.8649,20230508_074800,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.9044,20230508_074800,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.8123,20230508_074800,S213
51,54,Erithacus rubecula,European Robin,0.9712,20230508_074800,S213
0,3,Erithacus rubecula,European Robin,0.9297,20230508_075400,S213
6,9,Erithacus rubecula,European Robin,0.9858,20230508_075400,S213
12,15,Erithacus rubecula,European Robin,0.9375,20230508_075400,S213
21,24,Erithacus rubecula,European Robin,0.8594,20230508_075400,S213
45,48,Erithacus rubecula,European Robin,0.8784,20230508_075400,S213
3,6,Erithacus rubecula,European Robin,0.9497,20230508_080600,S213
18,21,Erithacus rubecula,European Robin,0.8188,20230508_080600,S213
48,51,Erithacus rubecula,European Robin,0.8926,20230508_080600,S213
54,57,Erithacus rubecula,European Robin,0.8266,20230508_080600,S213
0,3,Erithacus rubecula,European Robin,0.9286,20230508_081200,S213
6,9,Erithacus rubecula,European Robin,0.9188,20230508_081200,S213
9,12,Erithacus rubecula,European Robin,0.8885,20230508_081200,S213
48,51,Erithacus rubecula,European Robin,0.9479,20230508_081200,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.8338,20230508_082400,S213
9,12,Phylloscopus collybita,Common Chiffchaff,0.8963,20230508_083000,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9683,20230508_083000,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.9559,20230508_083000,S213
6,9,Troglodytes troglodytes,Eurasian Wren,0.802,20230508_083600,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.9587,20230508_084200,S213
9,12,Phylloscopus collybita,Common Chiffchaff,0.9738,20230508_084200,S213
18,21,Phylloscopus collybita,Common Chiffchaff,0.954,20230508_084200,S213
24,27,Phylloscopus collybita,Common Chiffchaff,0.9026,20230508_084200,S213
36,39,Erithacus rubecula,European Robin,0.9561,20230508_084200,S213
45,48,Phylloscopus collybita,Common Chiffchaff,0.9503,20230508_084200,S213
48,51,Erithacus rubecula,European Robin,0.8489,20230508_084200,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.9815,20230508_084200,S213
57,60,Phylloscopus collybita,Common Chiffchaff,0.967,20230508_084200,S213
6,9,Erithacus rubecula,European Robin,0.953,20230508_084800,S213
30,33,Erithacus rubecula,European Robin,0.897,20230508_084800,S213
36,39,Erithacus rubecula,European Robin,0.9426,20230508_084800,S213
9,12,Erithacus rubecula,European Robin,0.9065,20230508_085400,S213
18,21,Erithacus rubecula,European Robin,0.9505,20230508_085400,S213
27,30,Erithacus rubecula,European Robin,0.8221,20230508_085400,S213
36,39,Erithacus rubecula,European Robin,0.9773,20230508_085400,S213
9,12,Erithacus rubecula,European Robin,0.8354,20230508_090000,S213
15,18,Erithacus rubecula,European Robin,0.8879,20230508_090000,S213
21,24,Erithacus rubecula,European Robin,0.9725,20230508_090000,S213
24,27,Erithacus rubecula,European Robin,0.836,20230508_090000,S213
27,30,Erithacus rubecula,European Robin,0.8682,20230508_090000,S213
30,33,Erithacus rubecula,European Robin,0.9483,20230508_090000,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.8814,20230508_090000,S213
39,42,Erithacus rubecula,European Robin,0.8377,20230508_090000,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9168,20230508_090000,S213
54,57,Erithacus rubecula,European Robin,0.8048,20230508_090000,S213
0,3,Erithacus rubecula,European Robin,0.8143,20230508_090600,S213
9,12,Erithacus rubecula,European Robin,0.9837,20230508_090600,S213
12,15,Erithacus rubecula,European Robin,0.8593,20230508_090600,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.8234,20230508_090600,S213
24,27,Phylloscopus collybita,Common Chiffchaff,0.9057,20230508_090600,S213
27,30,Erithacus rubecula,European Robin,0.8857,20230508_090600,S213
33,36,Phylloscopus collybita,Common Chiffchaff,0.871,20230508_090600,S213
45,48,Erithacus rubecula,European Robin,0.9807,20230508_090600,S213
48,51,Phylloscopus collybita,Common Chiffchaff,0.9431,20230508_090600,S213
57,60,Erithacus rubecula,European Robin,0.9117,20230508_090600,S213
0,3,Phylloscopus collybita,Common Chiffchaff,0.9129,20230508_091200,S213
18,21,Phylloscopus collybita,Common Chiffchaff,0.8665,20230508_091800,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.8384,20230508_092400,S213
39,42,Phylloscopus collybita,Common Chiffchaff,0.9133,20230508_092400,S213
0,3,Erithacus rubecula,European Robin,0.9615,20230508_093000,S213
15,18,Erithacus rubecula,European Robin,0.9514,20230508_093000,S213
30,33,Erithacus rubecula,European Robin,0.8161,20230508_093000,S213
36,39,Erithacus rubecula,European Robin,0.935,20230508_093000,S213
48,51,Erithacus rubecula,European Robin,0.9259,20230508_093000,S213
51,54,Erithacus rubecula,European Robin,0.9465,20230508_093000,S213
57,60,Erithacus rubecula,European Robin,0.8622,20230508_093000,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.8569,20230508_093600,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.963,20230508_094200,S213
18,21,Phylloscopus collybita,Common Chiffchaff,0.9455,20230508_094200,S213
21,24,Phylloscopus collybita,Common Chiffchaff,0.9671,20230508_094200,S213
30,33,Phylloscopus collybita,Common Chiffchaff,0.9667,20230508_094200,S213
42,45,Phylloscopus collybita,Common Chiffchaff,0.8417,20230508_094200,S213
51,54,Phylloscopus collybita,Common Chiffchaff,0.9769,20230508_094200,S213
57,60,Phylloscopus collybita,Common Chiffchaff,0.9369,20230508_094200,S213
12,15,Phylloscopus collybita,Common Chiffchaff,0.945,20230508_094800,S213
27,30,Phylloscopus collybita,Common Chiffchaff,0.9166,20230508_094800,S213
51,54,Erithacus rubecula,European Robin,0.8898,20230508_095400,S213
6,9,Erithacus rubecula,European Robin,0.9251,20230508_100000,S213
12,15,Erithacus rubecula,European Robin,0.9009,20230508_100000,S213
21,24,Erithacus rubecula,European Robin,0.9368,20230508_100000,S213
33,36,Erithacus rubecula,European Robin,0.8247,20230508_100000,S213
48,51,Prunella modularis,Dunnock,0.9501,20230508_100000,S213
51,54,Erithacus rubecula,European Robin,0.8928,20230508_100000,S213
54,57,Prunella modularis,Dunnock,0.9123,20230508_100000,S213
57,60,Erithacus rubecula,European Robin,0.9934,20230508_100000,S213
42,45,Erithacus rubecula,European Robin,0.9466,20230508_100600,S213
3,6,Phylloscopus collybita,Common Chiffchaff,0.8302,20230508_103600,S213
36,39,Phylloscopus collybita,Common Chiffchaff,0.9669,20230508_103600,S213
39,42,Erithacus rubecula,European Robin,0.9142,20230508_103600,S213
