"site","date_time","ampl_mean"
"B113","20230507_170000",0.00334046688232495
"B113","20230507_170600",0.00266628231868337
"B113","20230507_171200",0.00286334863911003
"B113","20230507_171800",0.00333924306344265
"B113","20230507_172400",0.00319476909170108
"B113","20230507_173000",0.00261549403441642
"B113","20230507_173600",0.00278125092395455
"B113","20230507_174200",0.00273291396782488
"B113","20230507_174800",0.00323518907760876
"B113","20230507_175400",0.00260343090607771
"B113","20230507_180000",0.00301132392811981
"B113","20230507_180600",0.00266550621838253
"B113","20230507_181200",0.00294895711198912
"B113","20230507_181800",0.0026195663510424
"B113","20230507_182400",0.00263847977518789
"B113","20230507_183000",0.00341667377049917
"B113","20230507_183600",0.00285738058787412
"B113","20230507_184200",0.00283149856365462
"B113","20230507_184800",0.00256712915413035
"B113","20230507_185400",0.00288336836609466
"B113","20230507_190000",0.00265511463635614
"B113","20230507_190600",0.00325614965679978
"B113","20230507_191200",0.00272918600354565
"B113","20230507_191800",0.00278300282201382
"B113","20230507_192400",0.00281967388649539
"B113","20230507_193000",0.00262756661509176
"B113","20230507_193600",0.00297126880969764
"B113","20230507_194200",0.00252779273167191
"B113","20230507_194800",0.00277280177418508
"B113","20230507_195400",0.00306968524032522
"B113","20230507_200000",0.00291602809462203
"B113","20230507_200600",0.00255119750734977
"B113","20230507_201200",0.00313483067887159
"B113","20230507_201800",0.00279077194723065
"B113","20230507_202400",0.00252659775855153
"B113","20230507_203000",0.00336082999725847
"B113","20230507_203600",0.00368716607325011
"B113","20230507_204200",0.00288248993261213
"B113","20230507_204800",0.00295140180083209
"B113","20230507_205400",0.00343186068221774
"B113","20230507_210000",0.00324506846048904
"B113","20230507_210600",0.00264519783481927
"B113","20230507_211200",0.00314418839142115
"B113","20230507_211800",0.00243964556141682
"B113","20230507_212400",0.00271308110316121
"B113","20230507_213000",0.00246525291028592
