"","Start..s.","End..s.","Scientific.name","Common.name","Confidence","Date_Time","Site"
"35342",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8863,"20230526_091800","3"
"35345",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8722,"20230526_091800","3"
"35355",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9676,"20230526_092400","3"
"35356",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9037,"20230526_092400","3"
"35361",48,51,"Troglodytes troglodytes","Eurasian Wren",0.832,"20230526_092400","3"
"35362",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8013,"20230526_092400","3"
"35365",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8007,"20230526_093600","3"
"35415",0,3,"Erithacus rubecula","European Robin",0.8792,"20230526_100600","3"
"35432",9,12,"Erithacus rubecula","European Robin",0.8064,"20230526_101800","3"
"35435",39,42,"Erithacus rubecula","European Robin",0.8212,"20230526_101800","3"
"35436",51,54,"Erithacus rubecula","European Robin",0.9535,"20230526_101800","3"
"35447",27,30,"Erithacus rubecula","European Robin",0.8156,"20230526_103000","3"
"35471",6,9,"Erithacus rubecula","European Robin",0.9058,"20230526_104800","3"
"35472",9,12,"Erithacus rubecula","European Robin",0.9696,"20230526_104800","3"
"35485",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9734,"20230526_110600","3"
"35486",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9645,"20230526_110600","3"
"35490",39,42,"Troglodytes troglodytes","Eurasian Wren",0.994,"20230526_111200","3"
"35491",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8717,"20230526_111200","3"
"35498",9,12,"Troglodytes troglodytes","Eurasian Wren",0.987,"20230526_111800","3"
"35499",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9139,"20230526_111800","3"
"35515",9,12,"Troglodytes troglodytes","Eurasian Wren",0.8899,"20230526_113000","3"
"35516",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9872,"20230526_113000","3"
"35517",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9668,"20230526_113000","3"
"35520",27,30,"Troglodytes troglodytes","Eurasian Wren",0.9333,"20230526_113000","3"
"35521",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9807,"20230526_113000","3"
"35522",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9939,"20230526_113000","3"
"35523",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9883,"20230526_113000","3"
"35524",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8981,"20230526_113000","3"
"35541",33,36,"Turdus merula","Eurasian Blackbird",0.8463,"20230526_114200","3"
"35546",48,51,"Turdus merula","Eurasian Blackbird",0.9425,"20230526_114200","3"
"35609",3,6,"Dendrocopos major","Great Spotted Woodpecker",0.8791,"20230526_124200","3"
"35610",6,9,"Dendrocopos major","Great Spotted Woodpecker",0.9664,"20230526_124200","3"
"35612",12,15,"Dendrocopos major","Great Spotted Woodpecker",0.9181,"20230526_124200","3"
"35614",18,21,"Dendrocopos major","Great Spotted Woodpecker",0.8912,"20230526_124200","3"
"35618",36,39,"Dendrocopos major","Great Spotted Woodpecker",0.9319,"20230526_124200","3"
"35619",39,42,"Dendrocopos major","Great Spotted Woodpecker",0.8099,"20230526_124200","3"
"35622",51,54,"Dendrocopos major","Great Spotted Woodpecker",0.8414,"20230526_124200","3"
"35623",54,57,"Dendrocopos major","Great Spotted Woodpecker",0.8095,"20230526_124200","3"
"35679",0,3,"Dendrocopos major","Great Spotted Woodpecker",0.8448,"20230526_134800","3"
"35681",6,9,"Dendrocopos major","Great Spotted Woodpecker",0.9537,"20230526_134800","3"
"35682",9,12,"Dendrocopos major","Great Spotted Woodpecker",0.8612,"20230526_134800","3"
"35683",12,15,"Dendrocopos major","Great Spotted Woodpecker",0.9229,"20230526_134800","3"
"35684",15,18,"Dendrocopos major","Great Spotted Woodpecker",0.9422,"20230526_134800","3"
"35685",18,21,"Dendrocopos major","Great Spotted Woodpecker",0.9294,"20230526_134800","3"
"35686",21,24,"Dendrocopos major","Great Spotted Woodpecker",0.8996,"20230526_134800","3"
"35688",27,30,"Dendrocopos major","Great Spotted Woodpecker",0.8785,"20230526_134800","3"
"35689",30,33,"Dendrocopos major","Great Spotted Woodpecker",0.9183,"20230526_134800","3"
"35690",33,36,"Dendrocopos major","Great Spotted Woodpecker",0.8174,"20230526_134800","3"
"35713",0,3,"Erithacus rubecula","European Robin",0.9088,"20230526_141200","3"
"35851",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8501,"20230523_053000","4"
"35930",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8293,"20230523_115400","4"
"35931",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8247,"20230523_115400","4"
"35933",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8822,"20230523_115400","4"
"35934",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8863,"20230523_115400","4"
"35967",57,60,"Turdus merula","Eurasian Blackbird",0.8476,"20230523_195400","4"
"36046",21,24,"Turdus merula","Eurasian Blackbird",0.8032,"20230524_045400","4"
"36117",6,9,"Troglodytes troglodytes","Eurasian Wren",0.855,"20230524_063600","4"
"36121",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8393,"20230524_063600","4"
"36144",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8369,"20230524_070600","4"
"36146",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8061,"20230524_070600","4"
"36150",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8851,"20230524_070600","4"
"36163",27,30,"Erithacus rubecula","European Robin",0.8857,"20230524_072400","4"
"36261",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8927,"20230524_115400","4"
"36292",6,9,"Turdus merula","Eurasian Blackbird",0.826,"20230524_130000","4"
"36322",57,60,"Erithacus rubecula","European Robin",0.843,"20230524_140600","4"
"36324",0,3,"Erithacus rubecula","European Robin",0.892,"20230524_142400","4"
"36343",57,60,"Turdus merula","Eurasian Blackbird",0.8129,"20230524_151200","4"
"36374",0,3,"Erithacus rubecula","European Robin",0.8761,"20230524_172400","4"
"36632",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8372,"20230525_065400","4"
"36703",51,54,"Erithacus rubecula","European Robin",0.8103,"20230525_101800","4"
"36883",39,42,"Cyanistes caeruleus","Eurasian Blue Tit",0.8736,"20230525_201800","4"
"36912",36,39,"Turdus merula","Eurasian Blackbird",0.8014,"20230525_204200","4"
"36913",48,51,"Turdus merula","Eurasian Blackbird",0.8744,"20230525_204200","4"
"37097",57,60,"Erithacus rubecula","European Robin",0.9306,"20230526_093000","4"
"37126",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8475,"20230526_111800","4"
"37128",39,42,"Erithacus rubecula","European Robin",0.9108,"20230526_111800","4"
"37147",12,15,"Ficedula hypoleuca","European Pied Flycatcher",0.9347,"20230526_124200","4"
"37176",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9706,"20230522_170000","5"
"37177",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8979,"20230522_170000","5"
"37247",6,9,"Regulus ignicapilla","Common Firecrest",0.9709,"20230522_190000","5"
"37249",15,18,"Regulus ignicapilla","Common Firecrest",0.8967,"20230522_190000","5"
"37251",36,39,"Regulus ignicapilla","Common Firecrest",0.9546,"20230522_190000","5"
"37252",39,42,"Regulus ignicapilla","Common Firecrest",0.9518,"20230522_190000","5"
"37253",45,48,"Regulus ignicapilla","Common Firecrest",0.8399,"20230522_190000","5"
"37256",54,57,"Regulus ignicapilla","Common Firecrest",0.8932,"20230522_190000","5"
"37270",48,51,"Regulus ignicapilla","Common Firecrest",0.8692,"20230522_191200","5"
"37272",6,9,"Regulus ignicapilla","Common Firecrest",0.8078,"20230522_191800","5"
"37283",48,51,"Regulus ignicapilla","Common Firecrest",0.8153,"20230522_191800","5"
"37285",57,60,"Regulus ignicapilla","Common Firecrest",0.9446,"20230522_191800","5"
"37287",6,9,"Regulus ignicapilla","Common Firecrest",0.9491,"20230522_192400","5"
"37288",12,15,"Regulus ignicapilla","Common Firecrest",0.9131,"20230522_192400","5"
"37291",27,30,"Regulus ignicapilla","Common Firecrest",0.9724,"20230522_192400","5"
"37295",39,42,"Regulus ignicapilla","Common Firecrest",0.8688,"20230522_192400","5"
"37305",3,6,"Turdus merula","Eurasian Blackbird",0.872,"20230522_194200","5"
"37331",57,60,"Turdus merula","Eurasian Blackbird",0.8486,"20230522_195400","5"
"37363",42,45,"Erithacus rubecula","European Robin",0.8536,"20230522_202400","5"
"37364",45,48,"Erithacus rubecula","European Robin",0.8703,"20230522_202400","5"
"37412",12,15,"Turdus merula","Eurasian Blackbird",0.8219,"20230522_210000","5"
"37602",54,57,"Turdus merula","Eurasian Blackbird",0.8211,"20230523_054200","5"
"37738",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8282,"20230523_071800","5"
"37762",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8913,"20230523_072400","5"
"37960",27,30,"Turdus philomelos","Song Thrush",0.8102,"20230523_100000","5"
"38000",42,45,"Turdus merula","Eurasian Blackbird",0.8022,"20230523_103600","5"
"38066",0,3,"Turdus merula","Eurasian Blackbird",0.8088,"20230523_113600","5"
"38068",6,9,"Turdus merula","Eurasian Blackbird",0.8897,"20230523_113600","5"
"38071",21,24,"Turdus merula","Eurasian Blackbird",0.8574,"20230523_113600","5"
"38108",6,9,"Erithacus rubecula","European Robin",0.8088,"20230523_122400","5"
"38132",12,15,"Alcedo atthis","Common Kingfisher",0.9522,"20230523_125400","5"
"38424",6,9,"Turdus merula","Eurasian Blackbird",0.9769,"20230523_174800","5"
"38432",33,36,"Turdus merula","Eurasian Blackbird",0.9478,"20230523_174800","5"
"38494",54,57,"Regulus ignicapilla","Common Firecrest",0.8611,"20230523_190600","5"
"38733",54,57,"Turdus merula","Eurasian Blackbird",0.8193,"20230524_043600","5"
"38829",27,30,"Turdus merula","Eurasian Blackbird",0.8147,"20230524_052400","5"
"38833",39,42,"Turdus merula","Eurasian Blackbird",0.8534,"20230524_052400","5"
"38927",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8991,"20230524_062400","5"
"38939",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9008,"20230524_063600","5"
"38942",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8311,"20230524_063600","5"
"39002",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9045,"20230524_070600","5"
"39003",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8117,"20230524_070600","5"
"39017",3,6,"Troglodytes troglodytes","Eurasian Wren",0.925,"20230524_071200","5"
"39018",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8464,"20230524_071200","5"
"39019",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8055,"20230524_071200","5"
"39024",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8031,"20230524_071200","5"
"39087",6,9,"Erithacus rubecula","European Robin",0.8855,"20230524_074800","5"
"39297",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8242,"20230524_100600","5"
"39350",21,24,"Erithacus rubecula","European Robin",0.8291,"20230524_104200","5"
"39461",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8498,"20230524_121800","5"
"39463",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8332,"20230524_121800","5"
"39464",15,18,"Troglodytes troglodytes","Eurasian Wren",0.823,"20230524_121800","5"
"39479",12,15,"Troglodytes troglodytes","Eurasian Wren",0.8274,"20230524_122400","5"
"39512",45,48,"Regulus regulus","Goldcrest",0.8701,"20230524_124800","5"
"39513",54,57,"Regulus regulus","Goldcrest",0.8398,"20230524_124800","5"
"39524",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9721,"20230524_130000","5"
"39525",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9727,"20230524_130000","5"
"39563",3,6,"Erithacus rubecula","European Robin",0.9701,"20230524_134200","5"
"39567",21,24,"Erithacus rubecula","European Robin",0.9422,"20230524_134200","5"
"39571",30,33,"Erithacus rubecula","European Robin",0.989,"20230524_134200","5"
"39572",39,42,"Erithacus rubecula","European Robin",0.9841,"20230524_134200","5"
"39575",54,57,"Erithacus rubecula","European Robin",0.995,"20230524_134200","5"
"39606",36,39,"Turdus philomelos","Song Thrush",0.9043,"20230524_140600","5"
"39610",3,6,"Erithacus rubecula","European Robin",0.894,"20230524_141200","5"
"39645",6,9,"Turdus philomelos","Song Thrush",0.8716,"20230524_144200","5"
"39699",45,48,"Turdus merula","Eurasian Blackbird",0.8916,"20230524_153000","5"
"39700",48,51,"Troglodytes troglodytes","Eurasian Wren",0.8058,"20230524_153000","5"
"39731",39,42,"Erithacus rubecula","European Robin",0.8279,"20230524_154800","5"
"40237",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8834,"20230525_051200","5"
"40241",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8201,"20230525_051200","5"
"40244",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8178,"20230525_051200","5"
"40270",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8095,"20230525_052400","5"
"40400",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8395,"20230525_065400","5"
"40403",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8068,"20230525_065400","5"
"40404",24,27,"Troglodytes troglodytes","Eurasian Wren",0.8913,"20230525_065400","5"
"40409",36,39,"Troglodytes troglodytes","Eurasian Wren",0.911,"20230525_065400","5"
"40413",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9147,"20230525_065400","5"
"40432",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8864,"20230525_071200","5"
"40433",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8072,"20230525_071200","5"
"40435",42,45,"Troglodytes troglodytes","Eurasian Wren",0.919,"20230525_071200","5"
"40438",54,57,"Troglodytes troglodytes","Eurasian Wren",0.907,"20230525_071200","5"
"40478",51,54,"Psittacula krameri","Rose-ringed Parakeet",0.9114,"20230525_074800","5"
"40555",18,21,"Erithacus rubecula","European Robin",0.9468,"20230525_084200","5"
"40602",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9372,"20230525_091200","5"
"40613",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8551,"20230525_092400","5"
"40718",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8647,"20230525_103000","5"
"40719",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8679,"20230525_103000","5"
"40795",0,3,"Turdus merula","Eurasian Blackbird",0.8315,"20230525_111200","5"
"40800",15,18,"Turdus merula","Eurasian Blackbird",0.9093,"20230525_111200","5"
"40801",21,24,"Turdus merula","Eurasian Blackbird",0.9191,"20230525_111200","5"
"40803",27,30,"Turdus merula","Eurasian Blackbird",0.8137,"20230525_111200","5"
"40810",45,48,"Turdus merula","Eurasian Blackbird",0.8177,"20230525_111200","5"
"40811",54,57,"Turdus merula","Eurasian Blackbird",0.9636,"20230525_111200","5"
"40813",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8462,"20230525_111800","5"
"40829",57,60,"Turdus merula","Eurasian Blackbird",0.9255,"20230525_111800","5"
"40895",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8212,"20230525_120000","5"
"40896",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9049,"20230525_120000","5"
"40937",18,21,"Turdus merula","Eurasian Blackbird",0.9374,"20230525_123600","5"
"40940",45,48,"Turdus merula","Eurasian Blackbird",0.9503,"20230525_123600","5"
"40998",21,24,"Turdus merula","Eurasian Blackbird",0.9187,"20230525_133000","5"
"41023",27,30,"Sitta europaea","Eurasian Nuthatch",0.9281,"20230525_135400","5"
"41024",30,33,"Sitta europaea","Eurasian Nuthatch",0.8885,"20230525_135400","5"
"41025",33,36,"Sitta europaea","Eurasian Nuthatch",0.8446,"20230525_135400","5"
"41028",39,42,"Sitta europaea","Eurasian Nuthatch",0.8327,"20230525_135400","5"
"41031",51,54,"Sitta europaea","Eurasian Nuthatch",0.9009,"20230525_135400","5"
"41033",57,60,"Sitta europaea","Eurasian Nuthatch",0.8447,"20230525_135400","5"
"41038",12,15,"Aegithalos caudatus","Long-tailed Tit",0.8604,"20230525_140000","5"
"41039",15,18,"Sitta europaea","Eurasian Nuthatch",0.8601,"20230525_140000","5"
"41072",3,6,"Sitta europaea","Eurasian Nuthatch",0.8378,"20230525_142400","5"
"41246",48,51,"Turdus merula","Eurasian Blackbird",0.8983,"20230525_171800","5"
"41260",51,54,"Turdus merula","Eurasian Blackbird",0.8051,"20230525_172400","5"
"41344",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8648,"20230525_193000","5"
"41390",51,54,"Turdus merula","Eurasian Blackbird",0.8252,"20230525_201200","5"
"41750",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9046,"20230526_073600","5"
"41792",51,54,"Turdus merula","Eurasian Blackbird",0.8627,"20230526_080000","5"
"41816",21,24,"Certhia familiaris","Eurasian Treecreeper",0.829,"20230526_083000","5"
"41820",39,42,"Certhia familiaris","Eurasian Treecreeper",0.9624,"20230526_083000","5"
"41822",51,54,"Certhia familiaris","Eurasian Treecreeper",0.8445,"20230526_083000","5"
"41841",3,6,"Turdus merula","Eurasian Blackbird",0.9762,"20230526_090600","5"
"41845",21,24,"Turdus merula","Eurasian Blackbird",0.8511,"20230526_090600","5"
"41846",27,30,"Turdus merula","Eurasian Blackbird",0.9215,"20230526_090600","5"
"41847",33,36,"Turdus merula","Eurasian Blackbird",0.9584,"20230526_090600","5"
"41903",21,24,"Turdus merula","Eurasian Blackbird",0.9414,"20230526_094200","5"
"41958",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9115,"20230526_103000","5"
"41959",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9479,"20230526_103000","5"
"41962",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9145,"20230526_103000","5"
"42082",3,6,"Dendrocopos major","Great Spotted Woodpecker",0.9467,"20230526_124200","5"
"42083",6,9,"Dendrocopos major","Great Spotted Woodpecker",0.8624,"20230526_124200","5"
"42084",9,12,"Dendrocopos major","Great Spotted Woodpecker",0.8891,"20230526_124200","5"
"42087",18,21,"Dendrocopos major","Great Spotted Woodpecker",0.8291,"20230526_124200","5"
"42091",33,36,"Dendrocopos major","Great Spotted Woodpecker",0.8943,"20230526_124200","5"
"42092",36,39,"Dendrocopos major","Great Spotted Woodpecker",0.8961,"20230526_124200","5"
"42096",51,54,"Dendrocopos major","Great Spotted Woodpecker",0.8102,"20230526_124200","5"
"42097",54,57,"Dendrocopos major","Great Spotted Woodpecker",0.8226,"20230526_124200","5"
"42098",57,60,"Dendrocopos major","Great Spotted Woodpecker",0.8535,"20230526_124200","5"
"42140",3,6,"Dendrocopos major","Great Spotted Woodpecker",0.8694,"20230526_134800","5"
"42146",18,21,"Dendrocopos major","Great Spotted Woodpecker",0.8307,"20230526_134800","5"
"42160",45,48,"Dendrocopos major","Great Spotted Woodpecker",0.8119,"20230526_134800","5"
"42310",51,54,"Regulus ignicapilla","Common Firecrest",0.8152,"20230522_190600","6"
"42313",0,3,"Regulus ignicapilla","Common Firecrest",0.8108,"20230522_191200","6"
"42321",21,24,"Regulus ignicapilla","Common Firecrest",0.965,"20230522_191200","6"
"42322",27,30,"Regulus ignicapilla","Common Firecrest",0.8822,"20230522_191200","6"
"42323",30,33,"Regulus ignicapilla","Common Firecrest",0.941,"20230522_191200","6"
"42327",48,51,"Regulus ignicapilla","Common Firecrest",0.9146,"20230522_191200","6"
"42329",0,3,"Regulus ignicapilla","Common Firecrest",0.975,"20230522_191800","6"
"42330",6,9,"Regulus ignicapilla","Common Firecrest",0.891,"20230522_191800","6"
"42331",9,12,"Regulus ignicapilla","Common Firecrest",0.9825,"20230522_191800","6"
"42333",15,18,"Regulus ignicapilla","Common Firecrest",0.9854,"20230522_191800","6"
"42335",30,33,"Regulus ignicapilla","Common Firecrest",0.8835,"20230522_191800","6"
"42336",36,39,"Regulus ignicapilla","Common Firecrest",0.9245,"20230522_191800","6"
"42337",39,42,"Regulus ignicapilla","Common Firecrest",0.8572,"20230522_191800","6"
"42339",48,51,"Regulus ignicapilla","Common Firecrest",0.8228,"20230522_191800","6"
"42341",57,60,"Regulus ignicapilla","Common Firecrest",0.9618,"20230522_191800","6"
